dialogue_id,condition,pairing,pairing_type,model,agent_role,turn_number,g1_v1,g2_v1,g3_v1,g1_v2,g2_v2,g3_v2,gnorm_v2,kstate_v1,kstate_v2,position_depth,self_reference_depth,hypothesis_diversity,revision_genuineness,structural_direction,hedge_density
A_claude_claude_T4_rep02,A,claude_claude,homogeneous,claude,A,7,0.15,0.25,0.5,0.802,0.25,0.5,0.9776011456621765,False,False,4.0,4.0,5.0,3.0,3.0,0.325
A_claude_claude_T4_rep02,A,claude_claude,homogeneous,claude,A,8,0.544,0.25,0.4,0.8448,0.25,0.3999999999999999,0.9675675893703757,False,False,4.0,4.0,5.0,4.0,3.0,0.237
A_claude_claude_T4_rep02,A,claude_claude,homogeneous,claude,B,1,0.236,0.5,0.5,0.8211999999999999,0.4375,0.5,1.0563028400984256,False,False,4.0,2.0,4.0,0.0,0.0,0.222
A_claude_claude_T4_rep02,A,claude_claude,homogeneous,claude,B,2,0.15,0.188,0.4,0.9548,0.3125,0.3999999999999999,1.0813414308163727,False,False,5.0,5.0,4.0,4.0,3.0,0.316
A_claude_claude_T4_rep02,A,claude_claude,homogeneous,claude,B,3,0.575,0.438,0.3,0.9636,0.25,0.30000000000000004,1.0397235017061026,False,False,5.0,4.0,4.0,5.0,3.0,0.167
A_claude_claude_T4_rep02,A,claude_claude,homogeneous,claude,B,4,0.538,0.25,0.4,0.8384,0.0625,0.3999999999999999,0.9310321208207588,False,False,5.0,4.0,5.0,4.0,3.0,0.243
A_claude_claude_T4_rep02,A,claude_claude,homogeneous,claude,B,5,0.55,0.188,0.4,0.7452,0.1875,0.3999999999999999,0.8663020777996552,False,False,5.0,5.0,5.0,4.0,3.0,0.143
A_claude_claude_T4_rep02,A,claude_claude,homogeneous,claude,B,6,0.531,0.312,0.4,0.9904,0.25,0.3999999999999999,1.0969923244945698,False,False,5.0,4.0,5.0,4.0,3.0,0.205
A_claude_claude_T4_rep02,A,claude_claude,homogeneous,claude,B,7,0.522,0.25,0.4,0.8200000000000001,0.25,0.3999999999999999,0.9459915433025815,False,False,5.0,4.0,5.0,4.0,3.0,0.25
A_claude_claude_T4_rep02,A,claude_claude,homogeneous,claude,B,8,0.15,0.312,0.4,0.9536,0.3125,0.3999999999999999,1.080282004848734,False,False,4.0,5.0,4.0,4.0,3.0,0.353
A_claude_claude_T4_rep03,A,claude_claude,homogeneous,claude,A,1,0.25,0.5,0.5,0.81,0.4375,0.5,1.0476193249458507,False,False,4.0,2.0,4.0,0.0,0.0,0.25
A_claude_claude_T4_rep03,A,claude_claude,homogeneous,claude,A,2,0.15,0.125,0.4,0.784,0.125,0.3999999999999999,0.8889775025274824,False,False,5.0,4.0,5.0,4.0,3.0,0.441
A_claude_claude_T4_rep03,A,claude_claude,homogeneous,claude,A,3,0.54,0.375,0.4,0.9852000000000001,0.375,0.3999999999999999,1.1274945853528522,False,False,5.0,4.0,4.0,4.0,3.0,0.361
A_claude_claude_T4_rep03,A,claude_claude,homogeneous,claude,A,4,0.15,0.25,0.6,0.7476,0.0625,0.6,0.9606310478013919,False,False,4.0,4.0,5.0,2.0,3.0,0.306
A_claude_claude_T4_rep03,A,claude_claude,homogeneous,claude,A,5,0.15,0.188,0.4,0.9776,0.25,0.3999999999999999,1.0854500264867104,False,False,5.0,5.0,5.0,4.0,3.0,0.444
A_claude_claude_T4_rep03,A,claude_claude,homogeneous,claude,A,6,0.597,0.438,0.3,0.9344,0.375,0.30000000000000004,1.0505847704968887,False,False,5.0,4.0,4.0,5.0,3.0,0.25
A_claude_claude_T4_rep03,A,claude_claude,homogeneous,claude,A,7,0.555,0.375,0.6,0.996,0.375,0.6,1.2217368783825755,False,False,5.0,2.0,5.0,2.0,3.0,0.361
A_claude_claude_T4_rep03,A,claude_claude,homogeneous,claude,A,8,0.5,0.25,0.4,0.8068,0.25,0.3999999999999999,0.9345727580022862,False,False,5.0,4.0,4.0,4.0,3.0,0.361
A_claude_claude_T4_rep03,A,claude_claude,homogeneous,claude,B,1,0.263,0.5,0.5,0.7996,0.4375,0.5,1.039599158329786,False,False,4.0,2.0,4.0,0.0,0.0,0.276
A_claude_claude_T4_rep03,A,claude_claude,homogeneous,claude,B,2,0.15,0.25,0.4,0.9532,0.375,0.3999999999999999,1.099643233053339,False,False,5.0,4.0,4.0,4.0,3.0,0.324
A_claude_claude_T4_rep03,A,claude_claude,homogeneous,claude,B,3,0.619,0.562,0.7,0.9196,0.5625,0.7,1.2853289112130015,False,False,5.0,1.0,4.0,1.0,3.0,0.562
A_claude_claude_T4_rep03,A,claude_claude,homogeneous,claude,B,4,0.531,0.125,0.4,0.7724,0.3125,0.3999999999999999,0.9242607911190434,False,False,5.0,5.0,4.0,4.0,3.0,0.5
A_claude_claude_T4_rep03,A,claude_claude,homogeneous,claude,B,5,0.543,0.438,0.4,0.988,0.4375,0.3999999999999999,1.1521936686165222,False,False,5.0,4.0,4.0,4.0,3.0,0.414
A_claude_claude_T4_rep03,A,claude_claude,homogeneous,claude,B,6,0.521,0.25,0.5,0.9516,0.25,0.5,1.103649654555285,False,False,5.0,4.0,5.0,3.0,3.0,0.371
A_claude_claude_T4_rep03,A,claude_claude,homogeneous,claude,B,7,0.15,0.5,0.4,0.8068,0.375,0.3999999999999999,0.975474879225498,False,False,4.0,2.0,4.0,4.0,3.0,0.469
A_claude_claude_T4_rep03,A,claude_claude,homogeneous,claude,B,8,0.15,0.25,0.4,0.9576,0.375,0.3999999999999999,1.1034594509994466,False,False,5.0,2.0,5.0,4.0,3.0,0.467
A_claude_claude_T4_rep04,A,claude_claude,homogeneous,claude,A,1,0.241,0.5,0.5,0.8168,0.4375,0.5,1.0528857915272671,False,False,4.0,2.0,4.0,0.0,0.0,0.233
A_claude_claude_T4_rep04,A,claude_claude,homogeneous,claude,A,2,0.511,0.25,0.4,0.9644,0.25,0.3999999999999999,1.0735768999005149,False,False,4.0,4.0,4.0,4.0,3.0,0.256
A_claude_claude_T4_rep04,A,claude_claude,homogeneous,claude,A,3,0.606,0.438,0.3,0.788,0.4375,0.30000000000000004,0.9499211809408189,False,False,4.0,3.0,4.0,5.0,3.0,0.045
A_claude_claude_T4_rep04,A,claude_claude,homogeneous,claude,A,4,0.15,0.25,0.4,0.846,0.3125,0.3999999999999999,0.9865962953508389,False,False,5.0,5.0,4.0,4.0,3.0,0.162
A_claude_claude_T4_rep04,A,claude_claude,homogeneous,claude,A,5,0.15,0.438,0.4,0.8200000000000001,0.375,0.3999999999999999,0.9864202958171532,False,False,4.0,4.0,4.0,4.0,3.0,0.242
A_claude_claude_T4_rep04,A,claude_claude,homogeneous,claude,A,6,0.584,0.375,0.4,0.9368,0.375,0.3999999999999999,1.0854580784166654,False,False,4.0,4.0,4.0,4.0,3.0,0.075
A_claude_claude_T4_rep04,A,claude_claude,homogeneous,claude,A,7,0.15,0.25,0.4,0.9224,0.25,0.3999999999999999,1.0360124323578361,False,False,5.0,4.0,5.0,4.0,3.0,0.444
A_claude_claude_T4_rep04,A,claude_claude,homogeneous,claude,A,8,0.15,0.375,0.4,0.9584,0.25,0.3999999999999999,1.0681903201209042,False,False,4.0,4.0,4.0,4.0,3.0,0.125
A_claude_claude_T4_rep04,A,claude_claude,homogeneous,claude,B,1,0.209,0.5,0.5,0.8432,0.4375,0.5,1.0734954541124055,False,False,4.0,2.0,4.0,0.0,0.0,0.167
A_claude_claude_T4_rep04,A,claude_claude,homogeneous,claude,B,2,0.15,0.25,0.3,0.8275999999999999,0.375,0.30000000000000004,0.9568420768339987,False,False,5.0,4.0,4.0,5.0,3.0,0.2
A_claude_claude_T4_rep04,A,claude_claude,homogeneous,claude,B,3,0.15,0.375,0.6,0.9492,0.3125,0.6,1.1656058038633816,False,False,4.0,4.0,4.0,2.0,3.0,0.172
A_claude_claude_T4_rep04,A,claude_claude,homogeneous,claude,B,4,0.15,0.375,0.4,0.998,0.4375,0.3999999999999999,1.1607800179189853,False,False,5.0,4.0,4.0,4.0,3.0,0.167
A_claude_claude_T4_rep04,A,claude_claude,homogeneous,claude,B,5,0.15,0.375,0.4,0.9964,0.375,0.3999999999999999,1.1372941396138467,False,False,4.0,4.0,4.0,4.0,3.0,0.233
A_claude_claude_T4_rep04,A,claude_claude,homogeneous,claude,B,6,0.15,0.375,0.4,0.78,0.375,0.3999999999999999,0.9534280256002547,False,False,5.0,4.0,4.0,4.0,3.0,0.25
A_claude_claude_T4_rep04,A,claude_claude,homogeneous,claude,B,7,0.15,0.5,0.6,0.764,0.5,0.6,1.092563956937991,False,False,4.0,2.0,4.0,2.0,3.0,0.229
A_claude_claude_T4_rep04,A,claude_claude,homogeneous,claude,B,8,0.539,0.25,0.5,0.99,0.375,0.5,1.1707796547600235,False,False,4.0,4.0,4.0,3.0,3.0,0.15
A_claude_claude_T4_rep05,A,claude_claude,homogeneous,claude,A,1,0.225,0.5,0.5,0.83,0.4375,0.5,1.063158619397877,False,False,4.0,2.0,4.0,0.0,0.0,0.2
A_claude_claude_T4_rep05,A,claude_claude,homogeneous,claude,A,2,0.535,0.125,0.4,0.9528,0.0625,0.3999999999999999,1.035245907985151,False,False,4.0,4.0,5.0,4.0,3.0,0.27
A_claude_claude_T4_rep05,A,claude_claude,homogeneous,claude,A,3,0.15,0.375,0.4,0.8963999999999999,0.375,0.3999999999999999,1.0507892081668901,False,False,5.0,4.0,4.0,4.0,3.0,0.548
A_claude_claude_T4_rep05,A,claude_claude,homogeneous,claude,A,4,0.15,0.375,0.4,0.954,0.1875,0.3999999999999999,1.0513192902253814,False,False,4.0,4.0,4.0,4.0,3.0,0.485
A_claude_claude_T4_rep05,A,claude_claude,homogeneous,claude,A,5,0.15,0.375,0.4,0.6872,0.25,0.3999999999999999,0.8335129513090963,False,False,3.0,2.0,5.0,4.0,3.0,0.432
A_claude_claude_T4_rep05,A,claude_claude,homogeneous,claude,A,6,0.1,0.125,0.4,0.9896,0.25,0.3999999999999999,1.0962701127003325,False,False,5.0,4.0,5.0,4.0,3.0,0.441
A_claude_claude_T4_rep05,A,claude_claude,homogeneous,claude,A,7,0.15,0.312,0.5,0.948,0.25,0.5,1.1005471366552184,False,False,4.0,5.0,4.0,3.0,3.0,0.515
A_claude_claude_T4_rep05,A,claude_claude,homogeneous,claude,A,8,0.15,0.438,0.4,0.8388,0.25,0.3999999999999999,0.9623333310241311,False,False,5.0,4.0,4.0,4.0,3.0,0.487
A_claude_claude_T4_rep05,A,claude_claude,homogeneous,claude,B,1,0.201,0.625,0.5,0.8492,0.5,0.5,1.1050523245530048,False,False,4.0,1.0,4.0,0.0,0.0,0.152
A_claude_claude_T4_rep05,A,claude_claude,homogeneous,claude,B,2,0.15,0.188,0.4,0.8424,0.375,0.3999999999999999,1.0051182815967483,False,False,5.0,4.0,4.0,4.0,3.0,0.289
A_claude_claude_T4_rep05,A,claude_claude,homogeneous,claude,B,3,0.15,0.438,0.5,0.7787999999999999,0.4375,0.5,1.0236873008883132,False,False,4.0,1.0,5.0,3.0,3.0,0.37
A_claude_claude_T4_rep05,A,claude_claude,homogeneous,claude,B,4,0.15,0.312,0.4,0.8160000000000001,0.5,0.3999999999999999,1.037234785378894,False,False,5.0,2.0,4.0,4.0,3.0,0.4
A_claude_claude_T4_rep05,A,claude_claude,homogeneous,claude,B,5,0.507,0.125,0.7,0.6932,0.125,0.7,0.9930514790281519,False,False,5.0,4.0,5.0,1.0,3.0,0.415
A_claude_claude_T4_rep05,A,claude_claude,homogeneous,claude,B,6,0.15,0.438,0.4,0.8275999999999999,0.4375,0.3999999999999999,1.0180019695462281,False,False,4.0,3.0,4.0,4.0,3.0,0.385
A_claude_claude_T4_rep05,A,claude_claude,homogeneous,claude,B,7,0.565,0.312,0.4,1.0,0.4375,0.3999999999999999,1.1624999999999999,False,False,4.0,2.0,5.0,4.0,3.0,0.515
A_claude_claude_T4_rep05,A,claude_claude,homogeneous,claude,B,8,0.15,0.375,0.5,0.9592,0.5,0.5,1.1916646508141457,False,False,5.0,2.0,4.0,3.0,3.0,0.385
A_claude_gpt4o_T4_rep01,A,claude_gpt4o,heterogeneous,claude,A,1,0.216,0.5,0.5,0.8371999999999999,0.4375,0.5,1.06878907647861,False,False,4.0,2.0,4.0,0.0,0.0,0.182
A_claude_gpt4o_T4_rep01,A,claude_gpt4o,heterogeneous,claude,A,2,0.15,0.25,0.4,0.6436,0.1875,0.3999999999999999,0.780626165331396,False,False,5.0,4.0,4.0,4.0,3.0,0.219
A_claude_gpt4o_T4_rep01,A,claude_gpt4o,heterogeneous,claude,A,3,0.515,0.375,0.4,0.7976,0.1875,0.3999999999999999,0.9117686164811771,False,False,5.0,2.0,5.0,4.0,3.0,0.189
A_claude_gpt4o_T4_rep01,A,claude_gpt4o,heterogeneous,claude,A,4,0.524,0.125,0.4,0.5248,0.0625,0.3999999999999999,0.6628131637196111,False,False,5.0,4.0,5.0,4.0,3.0,0.237
A_claude_gpt4o_T4_rep01,A,claude_gpt4o,heterogeneous,claude,A,5,0.625,0.5,0.5,0.7307999999999999,0.3125,0.5,0.939002071350218,False,False,5.0,2.0,4.0,3.0,3.0,0.486
A_claude_gpt4o_T4_rep01,A,claude_gpt4o,heterogeneous,claude,A,6,0.15,0.25,0.4,0.5964,0.1875,0.3999999999999999,0.7421921651432329,False,False,4.0,4.0,4.0,4.0,3.0,0.333
A_claude_gpt4o_T4_rep01,A,claude_gpt4o,heterogeneous,claude,A,7,0.541,0.25,0.4,0.5316,0.0625,0.3999999999999999,0.668210154068314,False,False,4.0,4.0,5.0,4.0,3.0,0.25
A_claude_gpt4o_T4_rep01,A,claude_gpt4o,heterogeneous,claude,A,8,0.57,0.375,0.3,0.9776,0.1875,0.30000000000000004,1.0396432128379427,False,False,4.0,4.0,4.0,5.0,3.0,0.389
A_claude_gpt4o_T4_rep01,A,claude_gpt4o,heterogeneous,gpt4o,B,1,0.43,0.625,0.5,0.916,0.5,0.5,1.1571758725448782,False,False,3.0,1.0,4.0,0.0,0.0,0.36
A_claude_gpt4o_T4_rep01,A,claude_gpt4o,heterogeneous,gpt4o,B,2,0.15,0.375,0.6,0.8096,0.5625,0.6,1.154061701123471,False,False,4.0,1.0,4.0,2.0,3.0,0.32
A_claude_gpt4o_T4_rep01,A,claude_gpt4o,heterogeneous,gpt4o,B,3,0.1,0.375,0.7,0.5056,0.4375,0.7,0.9680070299331508,False,False,2.0,1.0,4.0,1.0,3.0,0.3
A_claude_gpt4o_T4_rep01,A,claude_gpt4o,heterogeneous,gpt4o,B,4,0.1,0.375,0.6,0.8304,0.5625,0.6,1.1687473679114748,False,False,4.0,1.0,4.0,2.0,3.0,0.188
A_claude_gpt4o_T4_rep01,A,claude_gpt4o,heterogeneous,gpt4o,B,5,0.1,0.375,0.6,0.38520000000000004,0.4375,0.6,0.8365317029258366,False,False,2.0,1.0,4.0,2.0,3.0,0.074
A_claude_gpt4o_T4_rep01,A,claude_gpt4o,heterogeneous,gpt4o,B,6,0.15,0.375,0.6,0.5352,0.5625,0.6,0.9812468038164507,False,False,1.0,1.0,4.0,2.0,3.0,0.296
A_claude_gpt4o_T4_rep01,A,claude_gpt4o,heterogeneous,gpt4o,B,7,0.05,0.625,0.5,0.9668,0.8125,0.5,1.358255679170899,False,False,4.0,1.0,2.0,3.0,3.0,0.333
A_claude_gpt4o_T4_rep01,A,claude_gpt4o,heterogeneous,gpt4o,B,8,0.537,0.375,0.4,0.948,0.5625,0.3999999999999999,1.1726509497714994,False,False,4.0,1.0,4.0,4.0,3.0,0.259
A_claude_gpt4o_T4_rep02,A,claude_gpt4o,heterogeneous,claude,A,1,0.299,0.25,0.5,0.7707999999999999,0.3125,0.5,0.9704580825568923,False,False,4.0,4.0,4.0,0.0,0.0,0.348
A_claude_gpt4o_T4_rep02,A,claude_gpt4o,heterogeneous,claude,A,2,0.501,0.375,0.4,0.9476,0.1875,0.3999999999999999,1.0455151887945004,False,False,4.0,4.0,4.0,4.0,3.0,0.35
A_claude_gpt4o_T4_rep02,A,claude_gpt4o,heterogeneous,claude,A,3,0.15,0.25,0.7,0.7948,0.0625,0.7,1.0609492400675915,False,False,5.0,4.0,5.0,1.0,3.0,0.371
A_claude_gpt4o_T4_rep02,A,claude_gpt4o,heterogeneous,claude,A,4,0.547,0.312,0.4,0.4416,0.125,0.3999999999999999,0.608798455977017,False,False,5.0,3.0,5.0,4.0,3.0,0.465
A_claude_gpt4o_T4_rep02,A,claude_gpt4o,heterogeneous,claude,A,5,0.524,0.312,0.4,0.7696000000000001,0.1875,0.3999999999999999,0.887378391668402,False,False,5.0,4.0,4.0,4.0,3.0,0.417
A_claude_gpt4o_T4_rep02,A,claude_gpt4o,heterogeneous,claude,A,6,0.15,0.375,0.4,0.6599999999999999,0.1875,0.3999999999999999,0.7942016431612313,False,False,4.0,4.0,4.0,4.0,3.0,0.4
A_claude_gpt4o_T4_rep02,A,claude_gpt4o,heterogeneous,claude,A,7,0.526,0.375,0.7,0.988,0.1875,0.7,1.2252755812469291,False,False,4.0,4.0,4.0,1.0,3.0,0.349
A_claude_gpt4o_T4_rep02,A,claude_gpt4o,heterogeneous,claude,A,8,0.15,0.25,0.4,0.8064,0.0625,0.3999999999999999,0.9023232292255364,False,False,5.0,4.0,5.0,4.0,3.0,0.297
A_claude_gpt4o_T4_rep02,A,claude_gpt4o,heterogeneous,gpt4o,B,1,0.234,0.625,0.5,0.8224,0.5,0.5,1.0845929005852841,False,False,4.0,1.0,4.0,0.0,0.0,0.219
A_claude_gpt4o_T4_rep02,A,claude_gpt4o,heterogeneous,gpt4o,B,2,0.507,0.375,0.4,0.9532,0.5625,0.3999999999999999,1.176858738336934,False,False,4.0,1.0,4.0,4.0,3.0,0.233
A_claude_gpt4o_T4_rep02,A,claude_gpt4o,heterogeneous,gpt4o,B,3,0.1,0.375,0.6,0.47919999999999996,0.5625,0.6,0.9518607513707034,False,False,2.0,1.0,4.0,2.0,3.0,0.194
A_claude_gpt4o_T4_rep02,A,claude_gpt4o,heterogeneous,gpt4o,B,4,0.1,0.375,0.6,0.7504,0.5,0.6,1.0830974840705707,False,False,4.0,1.0,4.0,2.0,3.0,0.216
A_claude_gpt4o_T4_rep02,A,claude_gpt4o,heterogeneous,gpt4o,B,5,0.1,0.375,0.6,0.5032,0.5625,0.6,0.9641662149235473,False,False,2.0,1.0,4.0,2.0,3.0,0.3
A_claude_gpt4o_T4_rep02,A,claude_gpt4o,heterogeneous,gpt4o,B,6,0.1,0.625,0.6,0.9916,0.8125,0.6,1.4154246041382776,False,False,4.0,1.0,2.0,2.0,3.0,0.379
A_claude_gpt4o_T4_rep02,A,claude_gpt4o,heterogeneous,gpt4o,B,7,0.596,0.625,0.6,0.9356,0.8125,0.6,1.3767728970313151,False,False,4.0,1.0,2.0,2.0,3.0,0.188
A_claude_gpt4o_T4_rep02,A,claude_gpt4o,heterogeneous,gpt4o,B,8,0.1,0.375,0.6,0.47240000000000004,0.5625,0.6,0.9484555920020715,False,False,2.0,1.0,4.0,2.0,3.0,0.103
A_claude_gpt4o_T4_rep03,A,claude_gpt4o,heterogeneous,claude,A,1,0.305,0.25,0.5,0.766,0.3125,0.5,0.9666500142243831,False,False,4.0,4.0,4.0,0.0,0.0,0.36
A_claude_gpt4o_T4_rep03,A,claude_gpt4o,heterogeneous,claude,A,2,0.15,0.188,0.4,0.8395999999999999,0.0,0.3999999999999999,0.9300151396617152,False,False,5.0,5.0,5.0,4.0,3.0,0.207
A_claude_gpt4o_T4_rep03,A,claude_gpt4o,heterogeneous,claude,A,3,0.521,0.312,0.4,0.8472,0.0625,0.3999999999999999,0.9389643709960458,False,False,5.0,4.0,5.0,4.0,3.0,0.25
A_claude_gpt4o_T4_rep03,A,claude_gpt4o,heterogeneous,claude,A,4,0.15,0.25,0.4,0.9728,0.0625,0.3999999999999999,1.0536821579584614,False,False,4.0,4.0,5.0,4.0,3.0,0.244
A_claude_gpt4o_T4_rep03,A,claude_gpt4o,heterogeneous,claude,A,5,0.15,0.5,0.4,0.792,0.3125,0.3999999999999999,0.9407019985096237,False,False,5.0,2.0,4.0,4.0,3.0,0.158
A_claude_gpt4o_T4_rep03,A,claude_gpt4o,heterogeneous,claude,A,6,0.15,0.438,0.6,0.8939999999999999,0.375,0.6,1.1401144679373207,False,False,4.0,1.0,4.0,2.0,3.0,0.394
A_claude_gpt4o_T4_rep03,A,claude_gpt4o,heterogeneous,claude,A,7,0.15,0.188,0.5,0.8324,0.1875,0.5,0.9889620872409619,False,False,5.0,4.0,4.0,3.0,3.0,0.229
A_claude_gpt4o_T4_rep03,A,claude_gpt4o,heterogeneous,claude,A,8,0.15,0.375,0.7,0.5336,0.1875,0.7,0.8999362255182307,False,False,4.0,4.0,4.0,1.0,3.0,0.263
A_claude_gpt4o_T4_rep03,A,claude_gpt4o,heterogeneous,gpt4o,B,1,0.241,0.625,0.5,0.8168,0.5,0.5,1.0803528312546786,False,False,4.0,1.0,4.0,0.0,0.0,0.233
A_claude_gpt4o_T4_rep03,A,claude_gpt4o,heterogeneous,gpt4o,B,2,0.512,0.375,0.6,0.83,0.625,0.6,1.1998020670093879,False,False,4.0,1.0,4.0,2.0,3.0,0.257
A_claude_gpt4o_T4_rep03,A,claude_gpt4o,heterogeneous,gpt4o,B,3,0.527,0.625,0.5,0.8251999999999999,0.8125,0.5,1.261392599470918,False,False,4.0,1.0,2.0,3.0,3.0,0.312
A_claude_gpt4o_T4_rep03,A,claude_gpt4o,heterogeneous,gpt4o,B,4,0.504,0.625,0.5,0.9764,0.8125,0.5,1.3651055673463501,False,False,4.0,1.0,2.0,3.0,3.0,0.303
A_claude_gpt4o_T4_rep03,A,claude_gpt4o,heterogeneous,gpt4o,B,5,0.587,0.625,0.7,0.8384,0.6875,0.7,1.290569955484785,False,False,4.0,1.0,2.0,1.0,3.0,0.129
A_claude_gpt4o_T4_rep03,A,claude_gpt4o,heterogeneous,gpt4o,B,6,0.572,0.375,0.6,0.9516,0.375,0.6,1.1858193622976478,False,False,4.0,1.0,4.0,2.0,3.0,0.273
A_claude_gpt4o_T4_rep03,A,claude_gpt4o,heterogeneous,gpt4o,B,7,0.05,0.625,0.6,0.3972,0.8125,0.6,1.0853221134759947,False,False,1.0,1.0,2.0,2.0,3.0,0.222
A_claude_gpt4o_T4_rep03,A,claude_gpt4o,heterogeneous,gpt4o,B,8,0.05,0.625,0.5,0.9392,0.8125,0.5,1.3387504957982275,False,False,4.0,1.0,2.0,3.0,3.0,0.111
A_claude_gpt4o_T4_rep04,A,claude_gpt4o,heterogeneous,claude,A,1,0.435,0.5,0.5,0.912,0.4375,0.5,1.1283395987024474,False,False,3.0,2.0,4.0,0.0,0.0,0.37
A_claude_gpt4o_T4_rep04,A,claude_gpt4o,heterogeneous,claude,A,2,0.1,0.25,0.4,0.7831999999999999,0.1875,0.3999999999999999,0.8991988044920877,False,False,5.0,2.0,5.0,4.0,3.0,0.359
